tf,candidate_tier,gene_set_type,query_label,source,term,query_size,term_size,overlap_count,overlap_ratio,fold_enrichment,p_value,overlap_genes,fdr_bh
NFE2L2,primary_lesion_axis,regulon_targets,NFE2L2_regulon_targets,kegg,Regulation of actin cytoskeleton,458,217,16,0.034934497816593885,5.892338961221902,1.8383743727035634e-08,ACTR3;ENAH;EZR;FGFR2;GNA13;ITGA9;ITGAV;ITGB5;LPAR1;MAP2K1;PDGFC;PIP4K2A;RDX;SPATA13;VCL;WASL,3.1777614156733024e-07
NFE2L2,primary_lesion_axis,regulon_targets,NFE2L2_regulon_targets,kegg,Salmonella infection,458,249,17,0.03711790393013101,5.456033741954719,2.0712301993418065e-08,ABI1;ACTR3;CYTH1;HSP90B1;KIF5B;KLC1;MAP2K1;MYC;MYO6;NFKB1;PIK3C2A;PLEKHM2;RAB7A;SNX9;TAB2;WASF3;WASL,3.341584721604781e-07
NFE2L2,primary_lesion_axis,regulon_targets,NFE2L2_regulon_targets,kegg,PI3K-Akt signaling pathway,458,351,20,0.043668122270742356,4.5535525448189205,2.5101364078780454e-08,BCL2L1;CDK6;FGFR2;GNG10;GRB2;HSP90B1;ITGA9;ITGAV;ITGB5;JAK1;LPAR1;MAP2K1;MYC;NFKB1;PDGFC;PPP2R5E;PRKCA;SGK3;SYK;YWHAZ,3.796581316915544e-07
NFE2L2,primary_lesion_axis,regulon_targets,NFE2L2_regulon_targets,kegg,Pathogenic Escherichia coli infection,458,196,15,0.03275109170305677,6.115932180732555,3.1215831722064785e-08,ABI1;ABL1;ACTR3;CLDN10;CYTH1;EZR;GNA13;LPAR1;MYO6;NFKB1;RAB1A;TAB2;WASF3;WASL;WIPF1,4.443665456905693e-07
NFE2L2,primary_lesion_axis,regulon_targets,NFE2L2_regulon_targets,kegg,Pancreatic cancer,458,76,10,0.021834061135371178,10.515111468627902,3.899522432254827e-08,BCL2L1;CDK6;JAK1;MAP2K1;NFKB1;PLD1;SMAD2;SMAD4;STAT3;TGFB2,5.24269127003149e-07
NFE2L2,primary_lesion_axis,regulon_targets,NFE2L2_regulon_targets,kegg,Proteoglycans in cancer,458,202,15,0.03275109170305677,5.934270828829607,4.660795804386759e-08,CAMK2D;ESR1;EZR;FRS2;GRB2;ITGAV;ITGB5;ITPR2;MAP2K1;MYC;PRKCA;RDX;SMAD2;STAT3;TGFB2,5.936382024534714e-07
NFE2L2,primary_lesion_axis,regulon_targets,NFE2L2_regulon_targets,kegg,Human cytomegalovirus infection,458,222,15,0.03275109170305677,5.399651835241355,1.6074716634784734e-07,AKAP13;CDK6;GNA13;GNG10;GRB2;ITGAV;ITPR2;JAK1;MAP2K1;MYC;NFATC1;NFKB1;PPP3R1;PRKCA;STAT3,1.9450407128089528e-06
NFE2L2,primary_lesion_axis,regulon_targets,NFE2L2_regulon_targets,kegg,Glutamatergic synapse,458,113,11,0.024017467248908297,7.779321405108784,1.9331419810084638e-07,CACNA1D;GLS;GNG10;GRIA2;GRM5;ITPR2;PLD1;PPP3R1;PRKCA;SLC38A2;TRPC1,2.1813152378062897e-06
NFE2L2,primary_lesion_axis,regulon_targets,NFE2L2_regulon_targets,kegg,Hepatocellular carcinoma,458,166,13,0.028384279475982533,6.2583916451833534,1.9830138525511726e-07,ARID2;BCL2L1;CDK6;CSNK1A1;GRB2;MAP2K1;MYC;NFE2L2;PRKCA;SMAD2;SMAD4;SMARCC1;TGFB2,2.1813152378062897e-06
NFE2L2,primary_lesion_axis,regulon_targets,NFE2L2_regulon_targets,kegg,Ras signaling pathway,458,230,15,0.03275109170305677,5.211837858363395,2.539729600103475e-07,ABL1;BCL2L1;FGFR2;GNG10;GRB2;MAP2K1;NFKB1;PDGFC;PLD1;PRKCA;RAP1A;RAP1B;RASA2;REL;RGL1,2.5847635710094685e-06
NFE2L2,primary_lesion_axis,regulon_targets,NFE2L2_regulon_targets,kegg,Signaling pathways regulating pluripotency of stem cells,458,142,12,0.026200873362445413,6.7533673657666515,2.5634018886044314e-07,BMPR1A;FGFR2;GRB2;JAK1;MAP2K1;MYC;REST;SKIL;SMAD2;SMAD4;STAT3;ZFHX3,2.5847635710094685e-06
NFE2L2,primary_lesion_axis,regulon_targets,NFE2L2_regulon_targets,kegg,Cellular senescence,458,156,12,0.026200873362445413,6.147295935505542,7.073436248839768e-07,CACNA1D;CCNA1;CDK6;FBXW11;ITPR2;MAP2K1;MYC;NFATC1;NFKB1;PPP3R1;SMAD2;TGFB2,6.847086288876895e-06
NFE2L2,primary_lesion_axis,regulon_targets,NFE2L2_regulon_targets,kegg,Leukocyte transendothelial migration,458,114,10,0.021834061135371178,7.010074312418601,1.822133307334662e-06,ARHGAP5;CLDN10;CTNNA1;EZR;JAM3;PRKCA;RAP1A;RAP1B;RAPGEF3;VCL,1.6959856168268777e-05
NFE2L2,primary_lesion_axis,regulon_targets,NFE2L2_regulon_targets,kegg,GnRH signaling pathway,458,92,9,0.019650655021834062,7.817756787545093,2.4131421404706727e-06,CACNA1D;CAMK2D;GRB2;ITPR2;MAP2K1;MAP3K3;MAP3K4;PLD1;PRKCA,2.1628903629403807e-05
NFE2L2,primary_lesion_axis,regulon_targets,NFE2L2_regulon_targets,kegg,Phospholipase D signaling pathway,458,146,11,0.024017467248908297,6.020981635460908,2.5156489924099906e-06,CYTH1;GNA13;GRB2;GRM5;LPAR1;MAP2K1;PDGFC;PLD1;PRKCA;RAPGEF3;SYK,2.174239486297206e-05
NFE2L2,primary_lesion_axis,regulon_targets,NFE2L2_regulon_targets,kegg,Thyroid hormone signaling pathway,458,121,10,0.021834061135371178,6.604532823270418,3.1342265390758046e-06,ESR1;ITGAV;MAP2K1;MED13L;MYC;NCOA3;PRKCA;SLC16A10;TBC1D4;THRB,2.615458008470154e-05
NFE2L2,primary_lesion_axis,regulon_targets,NFE2L2_regulon_targets,kegg,Oocyte meiosis,458,126,10,0.021834061135371178,6.342448187426353,4.514937788407563e-06,ANAPC1;ANAPC10;CAMK2D;CUL1;FBXW11;ITPR2;MAP2K1;PPP2R5E;PPP3R1;YWHAZ,3.6420498159821005e-05
NFE2L2,primary_lesion_axis,regulon_targets,NFE2L2_regulon_targets,kegg,Hippo signaling pathway,458,161,11,0.024017467248908297,5.4600206135235565,6.4734497663402184e-06,BMPR1A;CTNNA1;FBXW11;LATS2;MYC;PARD3;SMAD2;SMAD4;TGFB2;WWTR1;YWHAZ,4.943786595041088e-05
NFE2L2,primary_lesion_axis,regulon_targets,NFE2L2_regulon_targets,kegg,Kaposi sarcoma-associated herpesvirus infection,458,193,12,0.026200873362445413,4.968798787248002,6.5372384727816035e-06,CDK6;GNG10;ITPR2;JAK1;LYN;MAP2K1;MYC;NFATC1;NFKB1;PPP3R1;STAT3;SYK,4.943786595041088e-05
NFE2L2,primary_lesion_axis,regulon_targets,NFE2L2_regulon_targets,kegg,"Parathyroid hormone synthesis, secretion and action",458,106,9,0.019650655021834062,6.785222872208948,7.818877435490981e-06,AKAP13;GNA13;ITPR2;MAP2K1;MEF2A;NR4A2;PDE4B;PLD1;PRKCA,5.733843452693386e-05
NFE2L2,primary_lesion_axis,regulon_targets,NFE2L2_regulon_targets,kegg,Wnt signaling pathway,458,165,11,0.024017467248908297,5.327656477438137,8.180169244646488e-06,CAMK2D;CSNK1A1;CTBP2;CUL1;DAAM1;FBXW11;MYC;NFATC1;PPP3R1;PRKCA;SMAD4,5.8223557564836764e-05
NFE2L2,primary_lesion_axis,regulon_targets,NFE2L2_regulon_targets,kegg,Focal adhesion,458,200,12,0.026200873362445413,4.794890829694323,9.384552468597881e-06,ARHGAP5;GRB2;ITGA9;ITGAV;ITGB5;MAP2K1;PDGFC;PRKCA;RAP1A;RAP1B;VCL;XIAP,6.488747706859106e-05
NFE2L2,primary_lesion_axis,regulon_targets,NFE2L2_regulon_targets,kegg,Human immunodeficiency virus 1 infection,458,209,12,0.026200873362445413,4.588412277219448,1.4603265381850287e-05,AP1S2;BCL2L1;CUL1;FBXW11;GNG10;ITPR2;MAP2K1;NFATC1;NFKB1;PPP3R1;PRKCA;TAB2,9.816639506688248e-05
NFE2L2,primary_lesion_axis,regulon_targets,NFE2L2_regulon_targets,kegg,Neurotrophin signaling pathway,458,119,9,0.019650655021834062,6.043980037429819,1.9963535464860635e-05,ABL1;CAMK2D;FRS2;GRB2;MAP2K1;MAP3K3;NFKB1;RAP1A;RAP1B,0.0001290494976784758
NFE2L2,primary_lesion_axis,regulon_targets,NFE2L2_regulon_targets,kegg,cAMP signaling pathway,458,216,12,0.026200873362445413,4.439713731198447,2.026397070984331e-05,CACNA1D;CAMK2D;GRIA2;HHIP;MAP2K1;NFATC1;NFKB1;PDE4B;PLD1;RAP1A;RAP1B;RAPGEF3,0.0001290494976784758
NFE2L2,primary_lesion_axis,regulon_targets,NFE2L2_regulon_targets,kegg,Acute myeloid leukemia,458,67,7,0.015283842794759825,8.34931239001499,2.089142710577967e-05,CCNA1;GRB2;MAP2K1;MYC;NFKB1;RUNX1;STAT3,0.00012963398357945333
NFE2L2,primary_lesion_axis,regulon_targets,NFE2L2_regulon_targets,kegg,TGF-beta signaling pathway,458,93,8,0.017467248908296942,6.874395454758886,2.2744332743502918e-05,BMPR1A;CUL1;FBN1;MYC;NOG;SMAD2;SMAD4;TGFB2,0.00013760321309819266
NFE2L2,primary_lesion_axis,regulon_targets,NFE2L2_regulon_targets,kegg,Fc gamma R-mediated phagocytosis,458,95,8,0.017467248908296942,6.729671339921857,2.6562127898614585e-05,ACTR3;ASAP1;LYN;MAP2K1;PLD1;PRKCA;SYK;WASF3,0.00015678134027962757
NFE2L2,primary_lesion_axis,regulon_targets,NFE2L2_regulon_targets,kegg,Adherens junction,458,71,7,0.015283842794759825,7.878928593394427,3.060491178045868e-05,CTNNA1;PARD3;PTPRJ;SMAD4;VCL;WASF3;WASL,0.0001763425869255
NFE2L2,primary_lesion_axis,regulon_targets,NFE2L2_regulon_targets,kegg,NF-kappa B signaling pathway,458,102,8,0.017467248908296942,6.267831149927219,4.441197186853045e-05,BCL2L1;CYLD;EDA;LYN;NFKB1;SYK;TAB2;XIAP,0.00024994644632986903
NFE2L2,primary_lesion_axis,regulon_targets,NFE2L2_regulon_targets,kegg,Th17 cell differentiation,458,105,8,0.017467248908296942,6.088750259929299,5.465705718354985e-05,JAK1;NFATC1;NFKB1;PPP3R1;RUNX1;SMAD2;SMAD4;STAT3,0.00029737915319583944
NFE2L2,primary_lesion_axis,regulon_targets,NFE2L2_regulon_targets,kegg,Tight junction,458,168,10,0.021834061135371178,4.756836140569765,5.5297776420713945e-05,ACTR3;AMOTL1;CACNA1D;CLDN10;EZR;JAM3;PARD3;RAP1A;RDX;RUNX1,0.00029737915319583944
NFE2L2,primary_lesion_axis,regulon_targets,NFE2L2_regulon_targets,kegg,B cell receptor signaling pathway,458,79,7,0.015283842794759825,7.081062406721573,6.122475331658669e-05,GRB2;LYN;MAP2K1;NFATC1;NFKB1;PPP3R1;SYK,0.00032209544136117346
NFE2L2,primary_lesion_axis,regulon_targets,NFE2L2_regulon_targets,kegg,Hedgehog signaling pathway,458,55,6,0.013100436681222707,8.71798332671695,6.412228384286059e-05,CSNK1A1;CSNK1G1;CUL1;CUL3;FBXW11;HHIP,0.0003301615465951545
NFE2L2,primary_lesion_axis,regulon_targets,NFE2L2_regulon_targets,kegg,Ubiquitin mediated proteolysis,458,139,9,0.019650655021834062,5.174342621972292,6.791182679085686e-05,ANAPC1;ANAPC10;CUL1;CUL3;FBXW11;UBE2D3;UBE2E1;WWP1;XIAP,0.0003423887934039033
NFE2L2,primary_lesion_axis,regulon_targets,NFE2L2_regulon_targets,kegg,Rap1 signaling pathway,458,210,11,0.024017467248908297,4.186015803701394,7.578806348328227e-05,ENAH;FGFR2;LPAR1;MAP2K1;PARD3;PDGFC;PRKCA;PRKD3;RAP1A;RAP1B;RAPGEF3,0.00036819376986635605
NFE2L2,primary_lesion_axis,regulon_targets,NFE2L2_regulon_targets,kegg,Toxoplasmosis,458,110,8,0.017467248908296942,5.811988884477968,7.607309294759423e-05,BCL2L1;HSPA2;JAK1;NFKB1;STAT3;TAB2;TGFB2;XIAP,0.00036819376986635605
NFE2L2,primary_lesion_axis,regulon_targets,NFE2L2_regulon_targets,kegg,Serotonergic synapse,458,111,8,0.017467248908296942,5.759628624257445,8.109720550470768e-05,CACNA1D;GABRB3;GNG10;ITPR2;MAP2K1;PRKCA;RAPGEF3;TRPC1,0.00038481419082625994
NFE2L2,primary_lesion_axis,regulon_targets,NFE2L2_regulon_targets,kegg,Human papillomavirus infection,458,330,14,0.03056768558951965,3.3903268492788143,8.310899323864e-05,CCNA1;CDK6;CSNK1A1;GRB2;ITGA9;ITGAV;ITGB5;JAK1;MAML3;MAP2K1;NFKB1;PARD3;PPP2R5E;RBPJ,0.0003867764685336707
NFE2L2,primary_lesion_axis,regulon_targets,NFE2L2_regulon_targets,kegg,ErbB signaling pathway,458,84,7,0.015283842794759825,6.65957059679767,9.067610047901341e-05,ABL1;CAMK2D;GRB2;MAP2K1;MYC;NRG2;PRKCA,0.000414030496526816
NFE2L2,primary_lesion_axis,regulon_targets,NFE2L2_regulon_targets,kegg,Long-term depression,458,59,6,0.013100436681222707,8.126933609651395,9.555229840377024e-05,GNA13;GRIA2;ITPR2;LYN;MAP2K1;PRKCA,0.00042821585580948883
NFE2L2,primary_lesion_axis,regulon_targets,NFE2L2_regulon_targets,kegg,Gastric cancer,458,149,9,0.019650655021834062,4.827071305061399,0.00011582189794792901,CSNK1A1;CTNNA1;FGFR2;GRB2;MAP2K1;MYC;SMAD2;SMAD4;TGFB2,0.0005096163509708877
NFE2L2,primary_lesion_axis,regulon_targets,NFE2L2_regulon_targets,kegg,Chemical carcinogenesis,458,221,11,0.024017467248908297,3.9776620759153514,0.00011921044592689287,ARNT;CACNA1D;ESR1;GRB2;HSP90B1;MAP2K1;MYC;NFKB1;PRKCA;STAT3;XIAP,0.0005151594270412156
NFE2L2,primary_lesion_axis,regulon_targets,NFE2L2_regulon_targets,kegg,Gap junction,458,88,7,0.015283842794759825,6.356862842397777,0.0001217649474704126,GRB2;GRM5;ITPR2;LPAR1;MAP2K1;PDGFC;PRKCA,0.0005169669699621026
NFE2L2,primary_lesion_axis,regulon_targets,NFE2L2_regulon_targets,kegg,GABAergic synapse,458,89,7,0.015283842794759825,6.285437417202296,0.00013075318062077596,ABAT;CACNA1D;GABRB3;GLS;GNG10;PRKCA;SLC38A2,0.0005363096561055556
NFE2L2,primary_lesion_axis,regulon_targets,NFE2L2_regulon_targets,kegg,PD-L1 expression and PD-1 checkpoint pathway in cancer,458,89,7,0.015283842794759825,6.285437417202296,0.00013075318062077596,JAK1;MAP2K1;MAP3K3;NFATC1;NFKB1;PPP3R1;STAT3,0.0005363096561055556
NFE2L2,primary_lesion_axis,regulon_targets,NFE2L2_regulon_targets,kegg,Inflammatory bowel disease,458,63,6,0.013100436681222707,7.610937824911623,0.00013815305568143718,MAF;NFATC1;NFKB1;SMAD2;STAT3;TGFB2,0.0005564893789371274
NFE2L2,primary_lesion_axis,regulon_targets,NFE2L2_regulon_targets,kegg,Th1 and Th2 cell differentiation,458,90,7,0.015283842794759825,6.215599223677826,0.00014027211617836683,JAK1;MAF;MAML3;NFATC1;NFKB1;PPP3R1;RBPJ,0.0005564893789371274
NFE2L2,primary_lesion_axis,regulon_targets,NFE2L2_regulon_targets,kegg,Shigellosis,458,227,11,0.024017467248908297,3.8725256333801434,0.0001507727379289477,ACTR3;BCL2L1;CUL1;CYTH1;FBXW11;ITPR2;NFKB1;TAB2;UBE2D3;VCL;WASL,0.0005885000415936346
NFE2L2,primary_lesion_axis,regulon_targets,NFE2L2_regulon_targets,kegg,Hepatitis C,458,157,9,0.019650655021834062,4.581105888242984,0.00017209175731428464,CDK6;CLDN10;GRB2;JAK1;MAP2K1;MYC;NFKB1;STAT3;YWHAZ,0.0006610508773024903
NFE2L2,primary_lesion_axis,regulon_targets,NFE2L2_regulon_targets,kegg,Renal cell carcinoma,458,68,6,0.013100436681222707,7.0513100436681215,0.00021115877163297583,ARNT;GRB2;MAP2K1;RAP1A;RAP1B;TGFB2,0.0007984441052371899
NFE2L2,primary_lesion_axis,regulon_targets,NFE2L2_regulon_targets,kegg,Epstein-Barr virus infection,458,199,10,0.021834061135371178,4.01582146540563,0.0002230673781447253,CCNA1;CDK6;JAK1;LYN;MYC;NFKB1;RBPJ;STAT3;SYK;TAB2,0.0008083398512182373
NFE2L2,primary_lesion_axis,regulon_targets,NFE2L2_regulon_targets,kegg,Choline metabolism in cancer,458,97,7,0.015283842794759825,5.767050826092828,0.0002237965703786029,GPCPD1;GRB2;MAP2K1;PDGFC;PLD1;PRKCA;WASF3,0.0008083398512182373
NFE2L2,primary_lesion_axis,regulon_targets,NFE2L2_regulon_targets,kegg,Prostate cancer,458,97,7,0.015283842794759825,5.767050826092828,0.0002237965703786029,FGFR2;GRB2;HSP90B1;MAP2K1;NFKB1;PDGFC;ZEB1,0.0008083398512182373
NFE2L2,primary_lesion_axis,regulon_targets,NFE2L2_regulon_targets,kegg,Calcium signaling pathway,458,239,11,0.024017467248908297,3.67808919990499,0.00023555328732869577,ADRA1A;ASPH;CACNA1D;CAMK2D;FGFR2;GRM5;ITPKB;ITPR2;PDGFC;PPP3R1;PRKCA,0.0008382925813756525
NFE2L2,primary_lesion_axis,regulon_targets,NFE2L2_regulon_targets,kegg,cGMP-PKG signaling pathway,458,165,9,0.019650655021834062,4.358991663358475,0.00024949242701452934,ADRA1A;CACNA1D;GNA13;ITPR2;MAP2K1;MEF2A;NFATC1;PPP3R1;RGS2,0.0008651984163673451
NFE2L2,primary_lesion_axis,regulon_targets,NFE2L2_regulon_targets,kegg,Pathways of neurodegeneration,458,458,16,0.034934497816593885,2.7917850536793725,0.000250264004734356,BCL2L1;CACNA1D;CAMK2D;CSNK1A1;GRIA2;GRM5;ITPR2;KIF5B;KLC1;MAP2K1;NDUFV2;NFKB1;PPP3R1;PRKCA;PSMA1;RAB1A,0.0008651984163673451
NFE2L2,primary_lesion_axis,regulon_targets,NFE2L2_regulon_targets,kegg,Dopaminergic synapse,458,132,8,0.017467248908296942,4.843324070398306,0.00026942100911624877,CACNA1D;CAMK2D;GNG10;GRIA2;ITPR2;KIF5B;PPP2R5E;PRKCA,0.000907763172037949
NFE2L2,primary_lesion_axis,regulon_targets,NFE2L2_regulon_targets,kegg,AGE-RAGE signaling pathway in diabetic complications,458,100,7,0.015283842794759825,5.594039301310043,0.00027007829911872863,NFATC1;NFKB1;PRKCA;SMAD2;SMAD4;STAT3;TGFB2,0.000907763172037949
NFE2L2,primary_lesion_axis,regulon_targets,NFE2L2_regulon_targets,kegg,Non-small cell lung cancer,458,72,6,0.013100436681222707,6.65957059679767,0.0002890232636523675,CDK6;GRB2;KIF5B;MAP2K1;PRKCA;STAT3,0.000958131915121547
NFE2L2,primary_lesion_axis,regulon_targets,NFE2L2_regulon_targets,kegg,T cell receptor signaling pathway,458,103,7,0.015283842794759825,5.431106117776742,0.00032375818054457267,GRB2;MAP2K1;MAP3K8;NFATC1;NFKB1;PPP3R1;TEC,0.0010500029390860786
NFE2L2,primary_lesion_axis,regulon_targets,NFE2L2_regulon_targets,kegg,Apelin signaling pathway,458,136,8,0.017467248908296942,4.700873362445415,0.000329752989134471,GNA13;GNG10;ITPR2;MAP2K1;MEF2A;NRF1;SMAD2;SMAD4,0.0010500029390860786
NFE2L2,primary_lesion_axis,regulon_targets,NFE2L2_regulon_targets,kegg,Yersinia infection,458,136,8,0.017467248908296942,4.700873362445415,0.000329752989134471,ACTR3;ARHGEF28;MAP2K1;NFATC1;NFKB1;TAB2;WASL;WIPF1,0.0010500029390860786
NFE2L2,primary_lesion_axis,regulon_targets,NFE2L2_regulon_targets,kegg,C-type lectin receptor signaling pathway,458,104,7,0.015283842794759825,5.37888394356735,0.0003434385937621848,CYLD;EGR2;ITPR2;NFATC1;NFKB1;PPP3R1;SYK,0.0010748497876323362
NFE2L2,primary_lesion_axis,regulon_targets,NFE2L2_regulon_targets,kegg,Estrogen signaling pathway,458,137,8,0.017467248908296942,4.666560418193988,0.0003464391877492654,ESR1;FKBP5;GRB2;HSP90B1;HSPA2;ITPR2;MAP2K1;NCOA3,0.0010748497876323362
NFE2L2,primary_lesion_axis,regulon_targets,NFE2L2_regulon_targets,kegg,Retrograde endocannabinoid signaling,458,140,8,0.017467248908296942,4.566562694946974,0.0004006701292840997,CACNA1D;GABRB3;GNG10;GRIA2;GRM5;ITPR2;NDUFV2;PRKCA,0.0012273692567943307
NFE2L2,primary_lesion_axis,regulon_targets,NFE2L2_regulon_targets,kegg,HIF-1 signaling pathway,458,109,7,0.015283842794759825,5.132146147990865,0.00045671195217210017,ARNT;CAMK2D;MAP2K1;NFKB1;PRKCA;STAT3;TFRC,0.0013791255358220375
NFE2L2,primary_lesion_axis,regulon_targets,NFE2L2_regulon_targets,kegg,Spinocerebellar ataxia,458,143,8,0.017467248908296942,4.4707606803676665,0.00046160813389084726,DAB1;GRIA2;ITPR2;NFYA;PRKCA;PSMA1;PUM2;RBPJ,0.0013791255358220375
NFE2L2,primary_lesion_axis,regulon_targets,NFE2L2_regulon_targets,kegg,Chemokine signaling pathway,458,190,9,0.019650655021834062,3.7854401287060444,0.0006965834937855715,GNG10;GRB2;LYN;MAP2K1;NFKB1;PARD3;RAP1A;RAP1B;STAT3,0.0020557707987330282
NFE2L2,primary_lesion_axis,regulon_targets,NFE2L2_regulon_targets,kegg,Oxytocin signaling pathway,458,153,8,0.017467248908296942,4.17855409995148,0.000721155260657025,CACNA1D;CAMK2D;ITPR2;MAP2K1;NFATC1;PPP3R1;PRKCA;RGS2,0.0021026454587831332
NFE2L2,primary_lesion_axis,regulon_targets,NFE2L2_regulon_targets,kegg,Colorectal cancer,458,86,6,0.013100436681222707,5.575454453132934,0.0007510928007241857,GRB2;MAP2K1;MYC;SMAD2;SMAD4;TGFB2,0.002163862592562535
NFE2L2,primary_lesion_axis,regulon_targets,NFE2L2_regulon_targets,kegg,Sphingolipid signaling pathway,458,119,7,0.015283842794759825,4.700873362445415,0.0007718930582329554,GNA13;MAP2K1;NFKB1;PLD1;PPP2R5E;PRKCA;SGMS1,0.0021976249422632375
NFE2L2,primary_lesion_axis,regulon_targets,NFE2L2_regulon_targets,kegg,Cushing syndrome,458,155,8,0.017467248908296942,4.124637272855331,0.0007849676432696255,ARNT;CACNA1D;CAMK2D;CDK6;ITPR2;MAP2K1;RAP1A;RAP1B,0.0022088624380377834
